<<<<<<< HEAD
1,1,52.67,60.45,124.55999999999999,57.599999999999994,1,1,1.0
1,2,311.87,0.69,400.32000000000005,115.92,1,1,1.0
1,3,95.2,0.0,219.55,59.0,1,1,1.0
2,1,30.35,55.41,124.56,57.60000000000001,1,1,1.0
2,2,311.05,0.69,400.32,115.92,1,1,1.0
2,3,95.2,0.0,219.55,59.0,1,1,1.0
3,1,13.79,51.81,119.51000000000002,57.599999999999994,1,1,1.0
3,2,310.23,0.69,400.31999999999994,115.92,1,1,1.0
3,3,95.2,0.0,219.55,59.0,1,1,1.0
4,1,2.99,47.49,110.11,57.6,1,1,1.0
4,2,309.4,0.69,400.32000000000005,115.92,1,1,1.0
4,3,95.2,0.0,219.55,59.0,1,1,1.0
5,1,0.0,47.49,92.9,53.309999999999995,1,1,1.0
5,2,308.58,0.69,400.32,115.92,1,1,1.0
5,3,95.2,0.0,219.55,59.0,1,1,1.0
6,1,0.0,47.49,79.2,49.71,1,1,1.0
6,2,307.76,0.69,400.32000000000005,115.92,1,1,1.0
6,3,95.2,0.0,219.55,59.0,1,1,1.0
7,1,0.72,42.45,59.78,46.14999999999999,1,1,1.0
7,2,306.94,0.69,400.32,115.92,1,1,1.0
7,3,95.2,0.0,219.55,59.0,1,1,1.0
8,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
8,3,95.2,0.0,219.55,59.0,1,1,1.0
9,1,0.72,42.45,31.68,38.95,1,1,1.0
9,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
9,3,95.2,0.0,219.55,59.0,1,1,1.0
10,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
10,3,95.2,0.0,219.55,59.0,1,1,1.0
11,4,872.8,179.97,86.35000000000002,84.92999999999998,1,1,1.0
11,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
11,3,95.2,0.0,219.55,59.0,1,1,1.0
12,4,818.1,179.97,141.04999999999995,71.93,1,1,1.0
12,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
12,3,95.2,0.0,219.55,59.0,1,1,1.0
13,4,779.9,159.8,179.25,92.1,1,1,1.0
13,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
13,3,95.2,0.0,219.55,59.0,1,1,1.0
14,4,738.1,149.7,221.04999999999995,119.5,1,1,1.0
14,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
14,3,95.2,0.0,219.55,59.0,1,1,1.0
15,4,688.4,141.8,270.75,105.1,1,1,1.0
15,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
15,3,95.2,0.0,219.55,59.0,1,1,1.0
16,4,657.44,133.9,270.75,113.0,1,1,1.0
16,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
16,3,95.2,0.0,219.55,59.0,1,1,1.0
17,4,616.4,125.98,269.30000000000007,112.99999999999999,1,1,1.0
17,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
17,3,95.2,0.0,219.55,59.0,1,1,1.0
17,5,0.0,156.21,72.11,112.31999999999996,1,1,1.0
18,4,579.7,117.3,254.15999999999997,110.16000000000001,1,1,1.0
18,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
18,3,95.2,0.0,219.55,59.0,1,1,1.0
18,5,0.0,165.6,92.3,113.00000000000003,1,1,1.0
19,4,542.3,118.02,253.4000000000001,100.08,1,1,1.0
19,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
19,3,95.2,0.0,219.55,59.0,1,1,1.0
19,5,0.72,172.1,116.78,118.70000000000002,1,1,1.0
20,4,512.8,108.66,238.98000000000002,100.08000000000001,1,1,1.0
20,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
20,3,95.2,0.0,219.55,59.0,1,1,1.0
20,5,0.0,181.5,142.0,122.30000000000001,1,1,1.0
21,4,484.0,107.22,230.34000000000003,92.88,1,1,1.0
21,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
21,3,95.2,0.0,219.55,59.0,1,1,1.0
21,5,0.0,187.3,166.5,130.2,1,1,1.0
22,4,453.8,102.9,224.54000000000002,89.29999999999998,1,1,1.0
22,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
22,3,95.2,0.0,219.55,59.0,1,1,1.0
22,5,0.72,196.7,196.78,137.40000000000003,1,1,1.0
23,4,426.4,101.46,217.38,85.74,1,1,1.0
23,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
23,3,95.2,0.0,219.55,59.0,1,1,1.0
23,5,12.24,204.6,216.26,143.20000000000002,1,1,1.0
24,4,400.48,93.54,205.81999999999994,85.74,1,1,1.0
24,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
24,3,95.2,0.0,219.55,59.0,1,1,1.0
24,5,12.24,204.6,216.26,143.20000000000002,1,1,1.0
25,4,374.56,91.38,198.64000000000004,81.42000000000002,1,1,1.0
25,2,306.11,0.69,400.31999999999994,115.92,1,1,1.0
25,3,95.2,0.0,219.55,59.0,1,1,1.0
25,5,12.24,204.6,216.26,143.20000000000002,1,1,1.0
